ticker,sector,year,revenue_m,rev_growth_pct,gross_profit_m,gross_margin_pct,operating_income_m,net_income_m,eps_diluted,operating_cf_m,free_cash_flow_m,capex_m,total_debt_m,stockholders_equity_m,debt_equity,roe_pct,market_cap_m,pe_ratio,dividend_yield_pct
IBM,Information Technology,2014,102874.0,-0.0378,50361.0,0.4895,,,14.37,,,4082.0,36710.0,22792.0,1.611,,94977.1,6.7,0.5085000000000001
IBM,Information Technology,2015,98367.0,-0.0438,48684.0,0.4949,,,14.94,,,3623.0,39593.0,11868.0,3.336,,82022.58,5.7,0.6754000000000001
IBM,Information Technology,2016,92793.0,-0.0567,46407.0,0.5001,,,11.9,16868.0,13128.0,3740.0,38699.0,14262.0,2.713,,100588.98,8.9,0.5932999999999999
IBM,Information Technology,2017,81741.0,-0.1191,40684.0,0.4977,,13190.0,13.42,17255.0,13676.0,3579.0,40893.0,18246.0,2.241,0.7229000000000001,94159.0,7.6,0.6629
IBM,Information Technology,2018,79919.0,-0.0223,38516.0,0.4819,,11872.0,12.38,17084.0,13517.0,3567.0,45052.0,17594.0,2.561,0.6748000000000001,70570.19,6.4,0.901
IBM,Information Technology,2019,79139.0,-0.0098,36943.0,0.4668,,5753.0,6.14,16724.0,13495.0,3229.0,,16796.0,0.608,0.3425,86683.26,15.9,0.7548999999999999
IBM,Information Technology,2020,79591.0,0.0056999999999999,36936.0,0.4641,,8728.0,9.52,15247.0,11852.0,3395.0,,20841.0,0.422,0.4188,86210.8,10.1,0.7733
IBM,Information Technology,2021,57714.0,-0.2749,31533.0,0.5464,,9431.0,10.56,14770.0,12484.0,2286.0,,20597.0,0.345,0.4579,101177.43,10.7,0.6747
IBM,Information Technology,2022,55179.0,-0.0438999999999999,30865.0,0.5594,,5590.0,6.23,18197.0,15579.0,2618.0,,18901.0,0.359,0.2958,112939.72,20.0,0.6344
IBM,Information Technology,2023,57350.0,0.0393,31486.0,0.5489999999999999,,5743.0,6.35,12796.0,10734.0,2062.0,,21944.0,0.217,0.2617,138970.66,23.9,0.5238
IBM,Information Technology,2024,60530.0,0.0554,32687.0,0.54,,1639.0,1.8,10435.0,9089.0,1346.0,,22533.0,0.285,0.0727,195930.29,117.5,0.3784
IBM,Information Technology,2025,67535.0,,39297.0,58.1876,,10593.0,11.17,13193.0,12102.0,1091.0,54836.0,32648.0,1.6796,32.4461,,,
IBM,Information Technology,2026,,,,,,,,,,,,,,,,,0.1408
ICE,Financials,2011,,,,,,,,,,,,,,,,,
ICE,Financials,2012,,,,,,,,,,,,,,,,,
ICE,Financials,2013,1327.0,,,,793.0,510.0,6.9,713.0,656.0,57.0,5221.0,3644.0,1.433,0.14,2802.24,5.6,0.0406
ICE,Financials,2014,1363.0,0.0271,,,827.0,552.0,7.52,733.0,701.0,32.0,5058.0,12349.0,0.41,0.0447,4360.17,5.0,0.1646
ICE,Financials,2015,1730.0,0.2693,,,790.0,254.0,3.21,714.0,580.0,134.0,9350.0,12360.0,0.756,0.0206,5067.04,14.0,0.1552
ICE,Financials,2016,4352.0,1.5156,,,462.0,315.0,560000.0,1463.0,1291.0,172.0,8955.0,14808.0,0.605,0.0213,29704.39,0.0,0.1632
ICE,Financials,2017,4682.0,0.0758,,,1750.0,1274.0,2.28,1311.0,1121.0,190.0,8593.0,15717.0,0.547,0.0810999999999999,37672.2,27.8,0.1516
ICE,Financials,2018,5971.0,0.2753,,,2172.0,1430.0,2.39,2149.0,1899.0,250.0,9274.0,16957.0,0.547,0.0843,39894.68,28.6,0.1683
ICE,Financials,2019,5843.0,-0.0214,,,2379.0,2526.0,4.25,2085.0,1865.0,220.0,8770.0,17201.0,0.51,0.1469,48466.92,20.0,0.155
ICE,Financials,2020,,,,,2583.0,1988.0,3.43,2533.0,2399.0,134.0,19106.0,17255.0,1.107,0.1152,59544.95,31.3,0.134
ICE,Financials,2021,,,,,2673.0,1933.0,3.42,2659.0,2506.0,153.0,16329.0,19498.0,0.837,0.0991,72345.86,37.7,0.1228
ICE,Financials,2022,,,,,3033.0,2089.0,3.77,2881.0,2674.0,207.0,19643.0,22709.0,0.865,0.092,54982.22,26.0,0.1861
ICE,Financials,2023,,,,,3449.0,4058.0,7.18,3123.0,2944.0,179.0,,22706.0,0.0,0.1787,69647.08,17.4,0.1618
ICE,Financials,2024,,,,,3638.0,1446.0,2.58,3554.0,3329.0,225.0,,25717.0,0.076,0.0562,83911.17,56.8,0.1475
ICE,Financials,2025,12640.0,,,,4929.0,3315.0,5.77,4662.0,4289.0,373.0,,28915.0,,11.4646,,,
ICE,Financials,2026,,,,,,,,,,,,,,,,,0.0417
IDXX,Other,2011,,,526.28,,175.97,122.22,2.01,174.95,124.29,50.66,3.42,574.24,0.006,0.2128,,19.1,
IDXX,Other,2012,,,578.62,,203.88,141.28,2.37,178.83,139.93,38.91,2.5,539.58,0.005,0.2618,,19.6,
IDXX,Other,2013,,,646.51,,236.22,161.79,2.78,217.91,168.24,49.68,151.39,636.22,0.238,0.2543,,19.1,
IDXX,Other,2014,,,699.15,,262.56,178.27,3.17,222.41,164.79,57.62,350.0,518.19,0.675,0.344,,23.4,
IDXX,Other,2015,,,756.12,,266.76,187.8,1.74,,,77.61,597.09,117.52,5.081,1.5981,,41.9,
IDXX,Other,2016,,,816.12,,260.25,181.91,1.79,,,60.52,597.1,-84.12,-7.098,-2.1623,,65.5,
IDXX,Other,2017,,,890.27,,299.91,192.08,2.05,,,82.92,593.7,-108.35,-5.479,-1.7727,,76.3,
IDXX,Other,2018,1775.42,,975.44,0.5494,350.24,222.04,2.44,400.08,335.3,64.79,606.6,-54.11,-11.211,-4.103899999999999,16203.09,76.2,
IDXX,Other,2019,1969.06,0.1091,1097.38,0.5573,413.03,263.14,2.94,373.28,298.89,74.38,601.8,-9.51,-63.261,-27.6615,22483.29,88.8,
IDXX,Other,2020,2213.24,0.124,1241.54,0.561,491.33,377.03,4.26,400.08,284.33,115.75,699.4,177.47,3.941,2.1244,42724.39,117.3,
IDXX,Other,2021,2406.91,0.0875,1365.55,0.5672999999999999,552.85,427.72,4.89,459.16,304.19,154.97,909.1,632.09,1.438,0.6767,56264.75,134.7,
IDXX,Other,2022,2706.66,0.1245,1571.04,0.5804,694.52,581.78,6.71,648.06,541.11,106.96,769.77,689.99,1.116,0.8432,34497.91,60.8,
IDXX,Other,2023,3215.36,0.1879,1889.43,0.5876,932.03,744.85,8.6,755.55,636.0,119.55,698.19,608.74,1.147,1.2236,46010.31,64.5,
IDXX,Other,2024,3367.32,0.0473,2004.34,0.5952000000000001,898.76,679.09,8.03,542.98,394.15,148.84,617.8,689.99,0.895,0.9842,34328.75,51.5,
IDXX,Other,2025,4303.7,,2659.58,61.7975,1360.03,1059.46,13.08,1181.81,1057.13,124.68,450.0,1605.38,0.2803,65.9943,,,
IDXX,Other,2026,,,,,,,,,,,,,,,,,
IEX,Other,2011,1329.66,,522.39,0.3929,184.85,113.39,1.4,212.53,187.47,25.06,647.34,1144.78,0.565,0.0991,2416.57,21.7,0.2613
IEX,Other,2012,1513.07,0.1379,618.48,0.4088000000000001,249.12,157.1,1.9,184.48,152.74,31.74,811.25,1268.1,0.64,0.1239,3119.06,20.4,0.2384
IEX,Other,2013,1838.45,0.215,738.67,0.4018,304.66,193.86,2.32,217.24,182.07,35.17,793.91,1375.66,0.577,0.1409,5136.35,27.0,0.1708
IEX,Other,2014,1954.26,0.063,803.7,0.4113,128.22,37.63,0.45,326.18,290.37,35.81,775.75,1513.13,0.513,0.0249,5531.45,148.7,0.1919
IEX,Other,2015,2024.13,0.0358,873.36,0.4315,395.51,255.22,3.09,401.52,369.99,31.54,964.57,1465.0,0.658,0.1742,5455.05,21.7,0.2224
IEX,Other,2016,2147.77,0.0611,949.32,0.442,431.22,279.39,3.45,367.96,319.96,48.0,848.52,1572.99,0.539,0.1776,6374.77,23.2,0.2011
IEX,Other,2017,2020.67,-0.0592,904.32,0.4475,436.99,282.81,3.62,360.32,316.55,43.78,1021.92,1486.45,0.687,0.1903,9161.04,32.8,0.1465
IEX,Other,2018,2113.04,0.0457,930.77,0.4404999999999999,412.4,271.11,3.53,399.92,361.68,38.24,862.44,1443.29,0.598,0.1878,8719.37,32.6,0.1732
IEX,Other,2019,2287.31,0.0825,1026.68,0.4489,502.56,337.26,4.36,432.75,388.89,43.86,,1543.89,0.0,0.2184,12095.99,36.4,0.146
IEX,Other,2020,2483.67,0.0858,1117.89,0.4501,569.09,410.57,5.29,479.35,423.26,56.09,,2263.23,0.0,0.1814,14212.36,35.2,0.129
IEX,Other,2021,2494.6,0.0044,1125.0,0.451,579.0,425.5,5.56,528.1,477.2,50.9,,2540.2,0.0,0.1675,16847.63,40.1,0.1142
IEX,Other,2022,2351.6,-0.0573,1027.4,0.4369,520.7,377.8,4.94,569.3,517.7,51.6,,2803.1,,0.1348,16495.03,44.1,0.1289
IEX,Other,2023,2764.8,0.1757,1224.5,0.4429,637.0,449.4,5.88,565.3,492.6,72.7,1477.8,3039.3,0.486,0.1479,15931.47,35.7,0.1443
IEX,Other,2024,3181.9,0.1509,1426.9,0.4484,751.4,586.9,7.71,557.4,489.4,68.0,1333.3,3541.4,0.376,0.1657,15494.89,26.5,0.1589
IEX,Other,2025,3457.5,,1538.8,44.5061,699.3,483.2,6.41,680.4,616.8,63.6,1829.8,4027.5,0.4543,11.9975,,,
IEX,Other,2026,,,,,,,,,,,,,,,,,0.0815
IFF,Other,2011,,,,,340.29,195.53,2.46,291.64,224.82,66.82,921.57,999.42,0.922,0.1956,3021.14,15.3,0.3696
IFF,Other,2012,,,,,416.36,263.56,3.26,315.14,208.84,106.3,894.94,1104.41,0.81,0.2386,3957.43,15.0,0.319
IFF,Other,2013,,,,,427.73,266.87,3.26,189.19,61.73,127.46,1031.17,1248.81,0.826,0.2137,5256.48,19.8,0.2721
IFF,Other,2014,,,1175.53,,486.62,254.13,3.09,323.8,197.66,126.14,932.81,1463.07,0.638,0.1737,6285.89,25.0,0.2672
IFF,Other,2015,,,1284.2,,516.34,353.54,4.29,407.56,273.4,134.16,942.32,1518.56,0.621,0.2328,7497.88,21.6,0.2663
IFF,Other,2016,,,1362.15,,592.32,414.54,5.06,518.39,375.21,143.18,1067.72,1590.32,0.671,0.2607,7452.38,18.4,0.3092
IFF,Other,2017,,,1351.6,,588.35,419.25,5.16,467.31,366.29,101.03,1644.4,1626.24,1.011,0.2578,9743.5,23.8,0.2595
IFF,Other,2018,3116.35,,1395.56,0.4478,552.96,405.03,5.05,550.14,423.73,126.41,4595.17,1684.2,2.728,0.2405,8720.74,21.9,0.3085
IFF,Other,2019,3398.72,0.0906,1472.46,0.4332,552.63,,3.72,390.76,261.78,128.97,4417.35,6032.95,0.732,,11573.14,29.2,0.3272
IFF,Other,2020,3977.54,0.1703,1682.71,0.4231,583.88,,3.79,437.57,267.48,170.09,4444.11,6217.3,0.715,,10035.72,24.8,0.3882
IFF,Other,2021,5140.0,0.2923,2113.0,0.4111,665.0,,4.0,699.0,463.0,236.0,10971.0,6310.0,1.739,,14245.87,33.3,0.281
IFF,Other,2022,5084.0,-0.0109,2086.0,0.4103,566.0,,3.21,714.0,522.0,192.0,10580.0,21082.0,0.502,,24243.74,29.7,0.4032
IFF,Other,2023,11656.0,1.2927,3735.0,0.3204,585.0,,1.1,1437.0,1044.0,393.0,9980.0,17655.0,0.565,,19512.13,69.6,0.5081
IFF,Other,2024,12440.0,0.0673,4151.0,0.3337,-1326.0,,-7.32,397.0,-107.0,504.0,8891.0,14611.0,0.609,,20870.69,-11.2,0.2349
IFF,Other,2025,10890.0,,3938.0,36.1616,-382.0,-361.0,-1.41,850.0,256.0,594.0,5637.0,14154.0,0.3983,-2.5505,,,
IFF,Other,2026,,,,,,,,,,,,,,,,,0.0613
INCY,Other,2011,9.27,,,,-139.77,,-0.3,,,,420.0,-220.75,-1.903,,1850.44,-50.0,
INCY,Other,2012,169.88,17.3355,,,14.05,,-0.36,,,,410.0,-102.38,-4.005,,2100.7,-46.1,
INCY,Other,2013,94.45,-0.444,,,-143.18,,-0.36,,,,846.6,-88.64,-9.551,,6757.19,-140.6,
INCY,Other,2014,297.06,2.145,,,1.15,,-0.21,,,,840.9,-227.08,-3.703,,,-348.1,
INCY,Other,2015,354.95,0.1949,,,-16.1,,-0.56,,,,749.8,-174.96,-4.286,,18531.57,-193.7,
INCY,Other,2016,511.5,0.441,,,-4.8,,-0.29,,,,749.8,-193.11,-3.883,,18715.42,-345.8,
INCY,Other,2017,753.75,0.4736,,,50.65,,0.03,89.41,89.41,,26.8,-81.63,-0.328,,17885.87,3157.0,
INCY,Other,2018,1105.72,0.467,,,145.0,104.22,0.54,304.76,304.76,,19094.0,171.16,111.56,0.6089,13434.21,117.8,
INCY,Other,2019,1536.22,0.3893,,,-243.39,-313.14,-1.53,-92.99,-92.99,,,419.47,,-0.7465,18623.14,-57.1,
INCY,Other,2020,1881.88,0.225,,,129.22,109.49,0.51,336.23,336.23,,,1630.63,,0.0670999999999999,18803.15,170.5,
INCY,Other,2021,2158.76,0.1471,,,402.01,446.91,2.05,710.66,710.66,,,1925.97,,0.232,16110.52,35.8,
INCY,Other,2022,2666.7,0.2353,,,-263.68,-295.7,-1.36,-124.6,-124.6,,,2598.41,,-0.1138,17757.5,-59.1,
INCY,Other,2023,,,,,585.78,948.58,4.27,749.49,749.49,,,2611.27,,0.3633,13986.27,14.7,
INCY,Other,2024,,,,,579.44,340.66,1.52,969.94,921.24,48.7,,3770.0,,0.0904,15491.49,45.4,
INCY,Other,2025,5141.24,,,,1514.86,1286.65,6.41,1413.5,1364.8,48.7,,5167.48,,24.899,,,
INCY,Other,2026,,,,,,,,,,,,,,,,,
INTC,Information Technology,2011,,,19561.0,,5711.0,4369.0,0.77,11170.0,6655.0,4515.0,,39546.0,,0.1105,92360.97,21.8,0.5599000000000001
INTC,Information Technology,2012,,,28491.0,,15588.0,11464.0,2.01,16692.0,11485.0,5207.0,,41704.0,,0.2749,73729.01,7.3,0.708
INTC,Information Technology,2013,,,33757.0,,17477.0,12942.0,2.39,,,10764.0,,49430.0,,0.2618,95445.0,8.1,0.5594
INTC,Information Technology,2014,,,33151.0,,14638.0,11005.0,2.13,,,11027.0,,45911.0,,0.2397,138294.95,13.1,0.3879
INTC,Information Technology,2015,,,31521.0,,12291.0,9620.0,1.89,,,10711.0,13195.0,51203.0,0.258,0.1879,129270.6,14.4,0.4231
INTC,Information Technology,2016,,,35609.0,,15347.0,11704.0,2.31,,,10105.0,22707.0,58256.0,0.39,0.2009,139908.98,12.8,0.4215
INTC,Information Technology,2017,,,34679.0,,14002.0,11420.0,2.33,,,7326.0,25258.0,55865.0,0.452,0.2044,183292.88,16.6,0.3341
INTC,Information Technology,2018,59387.0,,36233.0,0.6101,13133.0,10316.0,2.12,,,9625.0,26776.0,61085.0,0.438,0.1689,189303.01,19.1,0.3565
INTC,Information Technology,2019,62761.0,0.0568,39098.0,0.623,18050.0,9601.0,1.99,22110.0,10332.0,11778.0,25859.0,66226.0,0.39,0.145,238414.1,26.5,0.2864
INTC,Information Technology,2020,70848.0,0.1289,43737.0,0.6173,23316.0,21053.0,4.48,29432.0,14251.0,15181.0,29003.0,69653.0,0.416,0.3023,193215.34,10.1,0.3517
INTC,Information Technology,2021,71965.0,0.0158,42140.0,0.5856,22035.0,21048.0,4.71,33145.0,16932.0,16213.0,36401.0,74563.0,0.488,0.2823,194019.48,10.1,0.3497
INTC,Information Technology,2022,77867.0,0.0819999999999999,43612.0,0.5600999999999999,23678.0,20899.0,4.94,35864.0,21605.0,14259.0,38101.0,95391.0,0.399,0.2191,103727.46,5.2,0.6873999999999999
INTC,Information Technology,2023,79024.0,0.0149,43815.0,0.5545,19456.0,19868.0,4.86,29456.0,10723.0,18733.0,38107.0,101423.0,0.376,0.1959,205136.88,10.2,0.1791
INTC,Information Technology,2024,63054.0,-0.2021,26866.0,0.4261,2334.0,8014.0,1.94,15433.0,-9411.0,24844.0,49266.0,105590.0,0.467,0.0759,84771.4,10.3,0.2244
INTC,Information Technology,2025,52853.0,,18375.0,34.7662,-2214.0,-267.0,-0.06,9697.0,-4949.0,14646.0,46585.0,114281.0,0.4076,-0.2336,,,
INTC,Information Technology,2026,,,,,,,,,,,,,,,,,
INTU,Information Technology,2011,,,,,683.0,447.0,1.35,812.0,681.0,131.0,,2080.0,,0.2149,14543.51,34.3,0.0388
INTU,Information Technology,2012,,,,,-94.0,-70.0,-0.22,998.0,924.0,74.0,,2557.0,,-0.0274,15922.96,-240.8,0.1405
INTU,Information Technology,2013,,,,,-80.0,-64.0,-0.21,1013.0,899.0,114.0,,2821.0,,-0.0227,20291.64,-327.2,0.1222
INTU,Information Technology,2014,,,,,1168.0,792.0,2.6,1246.0,1111.0,135.0,,2616.0,,0.3028,25120.53,32.3,0.1173
INTU,Information Technology,2015,,,,,1208.0,858.0,2.83,1366.0,1237.0,129.0,,2744.0,,0.3127,25297.52,31.4,0.1419
INTU,Information Technology,2016,,,,,1300.0,907.0,3.12,1446.0,1342.0,104.0,500.0,3531.0,0.142,0.2569,29626.48,34.2,0.1395
INTU,Information Technology,2017,,,,,738.0,365.0,1.28,1589.0,1447.0,142.0,488.0,3078.0,0.159,0.1186,38295.77,116.0,0.1139
INTU,Information Technology,2018,4694.0,,,,1242.0,979.0,3.69,1460.0,1044.0,416.0,438.0,2332.0,0.188,0.4198,47790.01,50.7,0.1053
INTU,Information Technology,2019,5196.0,0.1069,,,1418.0,985.0,3.78,1599.0,1497.0,102.0,388.0,1492.0,0.26,0.6602,64831.88,66.3,0.0929
INTU,Information Technology,2020,6025.0,0.1595,,,1560.0,1329.0,5.09,2112.0,2074.0,38.0,2048.0,1699.0,1.205,0.7822,95306.69,72.0,0.0713999999999999
INTU,Information Technology,2021,6784.0,0.126,,,1854.0,1557.0,5.89,2324.0,2248.0,76.0,2048.0,2816.0,0.727,0.5529,163247.07,105.9,0.0471
INTU,Information Technology,2022,7679.0,0.1319,,,2176.0,1826.0,6.92,2414.0,2355.0,59.0,2034.0,3749.0,0.543,0.4871,103749.82,54.9,0.0891
INTU,Information Technology,2023,9633.0,0.2545,,,2500.0,2062.0,7.56,3250.0,3197.0,53.0,6914.0,5106.0,1.354,0.4038,173163.95,81.2,0.0633
INTU,Information Technology,2024,12726.0,0.3211,,,2571.0,2066.0,7.28,3889.0,3732.0,157.0,6120.0,9869.0,0.62,0.2093,174227.4,85.3,0.0722
INTU,Information Technology,2025,18831.0,,,,4923.0,3869.0,13.67,6207.0,6123.0,84.0,5973.0,19710.0,0.303,19.6296,,,
INTU,Information Technology,2026,,,,,,,,,,,,,,,,,0.0873
INVH,Other,2011,,,,,,,,,,,,,,,,,
INVH,Other,2012,,,,,,,,,,,,,,,,,
INVH,Other,2013,,,,,,,,,,,,,,,,,
INVH,Other,2014,,,,,,,,,,,,,,,,,
INVH,Other,2015,,,,,,,,,,,,,,,,,
INVH,Other,2016,,,,,,,,,,,,,,,,,
INVH,Other,2017,,,,,114.38,-160.21,-0.26,197.47,195.44,2.03,9651.66,8498.08,1.136,-0.0189,9755.29,-72.3,0.1405
INVH,Other,2018,,,,,,,,,,,,,,,,,0.3233
INVH,Other,2019,423.67,,,,,-105.34,-0.26,262.97,262.97,,8467.49,8229.11,1.029,-0.0128,12945.96,-95.6,0.251
INVH,Other,2020,,,,,,-4.93,-0.01,561.24,561.24,,8031.5,8214.42,0.978,-0.0006,13627.87,-2516.0,0.2862
INVH,Other,2021,1764.68,,,,,145.46,0.27,662.13,662.13,,7998.66,8504.83,0.94,0.0171,22199.51,145.0,0.2085
INVH,Other,2022,1822.83,0.0329,,,,196.21,0.35,696.71,696.71,,7769.08,9797.74,0.793,0.02,15753.79,74.9,0.4029
INVH,Other,2023,1996.62,0.0953,,,,261.43,0.45,907.66,907.66,,8546.05,10291.34,0.83,0.0254,19027.82,69.2,0.509
INVH,Other,2024,2238.12,0.121,,,,383.33,0.63,1023.59,1023.59,,8202.3,10155.97,0.808,0.0377,18436.42,47.8,0.4501
INVH,Other,2025,2729.3,,,,,587.92,0.96,1206.23,,,8380.02,9530.13,0.8793,6.1691,,,
INVH,Other,2026,,,,,,,,,,,,,,,,,0.122
IP,Other,2011,,,1343.0,,2360.0,663.0,1.55,4655.0,4121.0,534.0,,6834.0,,0.0969999999999999,6793.65,10.0,0.7073999999999999
IP,Other,2012,,,1762.0,,1686.0,691.0,1.59,1631.0,856.0,775.0,2140.0,6645.0,0.322,0.104,9458.66,13.6,0.5663
IP,Other,2013,,,1671.0,,2216.0,1322.0,3.03,2675.0,1516.0,1159.0,2140.0,6304.0,0.339,0.2097,11993.76,9.0,0.5138
IP,Other,2014,,,1709.0,,1933.0,794.0,1.8,2967.0,1584.0,1383.0,2140.0,8105.0,0.264,0.098,13916.37,17.3,0.526
IP,Other,2015,,,1690.0,,2233.0,1395.0,3.11,3028.0,1830.0,1198.0,2140.0,5115.0,0.418,0.2727,10166.13,7.3,0.8229000000000001
IP,Other,2016,,,,,,555.0,1.29,3077.0,1711.0,1366.0,2140.0,3884.0,0.551,0.1429,14937.56,25.8,0.6089
IP,Other,2017,,,,,,938.0,2.23,2580.0,1270.0,1310.0,2100.0,4341.0,0.484,0.2161,16899.5,16.9,0.5627
IP,Other,2018,23306.0,,,,,904.0,2.18,2478.0,1237.0,1241.0,2100.0,6522.0,0.322,0.1386,12215.16,12.5,0.8039000000000001
IP,Other,2019,23306.0,0.0,,,,2144.0,5.13,1757.0,477.0,1280.0,2100.0,7362.0,0.285,0.2912,14593.48,6.3,0.7037
IP,Other,2020,23306.0,0.0,,,,2012.0,4.85,3226.0,1654.0,1572.0,,7713.0,,0.2609,16612.74,7.6,0.6301
IP,Other,2021,18317.0,-0.2141,,,,1225.0,3.07,3610.0,2473.0,1137.0,,7854.0,,0.156,17191.78,12.5,0.6017
IP,Other,2022,17565.0,-0.0411,,,,482.0,1.22,3063.0,2400.0,663.0,,,,,13229.96,24.2,0.7541
IP,Other,2023,19363.0,0.1024,,,,1752.0,4.47,2030.0,1550.0,480.0,,,,,14580.16,7.3,0.6842
IP,Other,2024,21161.0,0.0929,,,,,4.1,2174.0,1243.0,931.0,,,,,22646.01,12.3,0.4404999999999999
IP,Other,2025,6006.0,,,,,-2384.0,-4.52,1698.0,,,8839.0,14827.0,0.5961,-16.0788,,,
IP,Other,2026,,,,,,,,,,,,,,,,,0.3331
IQV,Other,2011,,,,,,,,,,,,,,,,,
IQV,Other,2012,,,,,,,,,,,,,,,,,
IQV,Other,2013,4327.75,,,,345.25,241.77,2.05,,,75.68,2444.61,-1359.52,-1.798,-0.1778,5393.96,22.6,
IQV,Other,2014,4865.51,0.1243,,,396.44,177.55,1.51,,,71.34,2060.76,-667.41,-3.088,-0.266,6826.93,39.0,
IQV,Other,2015,5099.55,0.0481,,,462.33,226.59,1.77,,,88.35,2305.61,-704.06,-3.275,-0.3218,7948.32,38.8,
IQV,Other,2016,5460.0,0.0707,,,590.0,357.0,2.72,,,83.0,2501.0,-564.0,-4.434,-0.633,9080.37,28.0,
IQV,Other,2017,5737.0,0.0507,,,646.0,387.0,3.08,,,78.0,10269.0,8633.0,1.19,0.0448,,31.8,
IQV,Other,2018,,,,,576.0,72.0,0.47,860.0,696.0,164.0,,7995.0,,0.009,,247.2,
IQV,Other,2019,,,,,665.0,1277.0,5.74,970.0,601.0,369.0,,6714.0,,0.1902,30515.72,26.9,
IQV,Other,2020,,,,,741.0,259.0,1.24,1254.0,795.0,459.0,,6003.0,,0.0431,34454.39,144.5,
IQV,Other,2021,,,,,777.0,191.0,0.96,1417.0,835.0,582.0,,6001.0,,0.0318,53945.17,293.9,
IQV,Other,2022,,,,,731.0,279.0,1.43,1959.0,1343.0,616.0,,,,,39052.03,143.3,
IQV,Other,2023,,,,,1393.0,966.0,4.95,2942.0,2302.0,640.0,,,,,42967.27,46.7,
IQV,Other,2024,,,,,1799.0,1091.0,5.72,2260.0,1586.0,674.0,,,,,35666.56,34.4,
IQV,Other,2025,16310.0,,,,2182.0,1360.0,7.84,2654.0,,,,6503.0,,20.9134,,,
IQV,Other,2026,,,,,,,,,,,,,,,,,
IR,Industrials,2011,,,,,,,,,,,,,,,,,
IR,Industrials,2012,,,,,,,,,,,,,,,,,
IR,Industrials,2013,,,,,,,,,,,,,,,,,
IR,Industrials,2014,,,,,,,,,,,,,,,,,
IR,Industrials,2015,,,,,,,,,,,,,,,,,
IR,Industrials,2016,,,,,,,,,,,,,,,,,
IR,Industrials,2017,2126.9,,779.1,0.3663,-205.4,-351.2,-2.35,172.1,101.1,71.0,,265.9,,-1.3208,4666.13,-13.4,
IR,Industrials,2018,,,716.7,,103.5,-36.6,-0.25,165.6,91.2,74.4,,,,,3712.15,-75.7,
IR,Industrials,2019,,,897.9,,109.1,18.4,0.1,200.5,143.7,56.8,,,,,7113.58,359.0,0.7087
IR,Industrials,2020,,,1012.5,,443.0,269.4,1.29,444.5,392.3,52.2,,1869.9,,0.1441,9290.71,35.1,
IR,Industrials,2021,,,778.3,,194.1,159.1,0.76,,,37.9,2778.1,9119.7,0.305,0.0174,25765.01,81.0,0.0039
IR,Industrials,2022,,,1404.9,,59.6,-33.3,-0.09,,,42.0,,9001.5,,-0.0037,21230.12,-578.5,0.0184
IR,Industrials,2023,,,1988.5,,565.7,562.5,1.34,,,64.1,,9195.8,0.0,0.0612,31258.51,57.6,0.0124
IR,Industrials,2024,,,2325.6,,817.3,604.7,1.47,,,94.6,,9783.8,0.0,0.0617999999999999,36432.49,61.4,0.0106
IR,Industrials,2025,7650.9,,3336.3,43.6066,1144.6,581.4,1.45,1355.7,,,4783.3,10089.8,0.4741,5.7623,,,
IR,Industrials,2026,,,,,,,,,,,,,,,,,0.0066
IRM,Other,2011,,,,,545.23,219.38,1.07,616.91,328.99,287.92,3353.59,1945.45,1.724,0.1128,2328.57,10.9,0.8937999999999999
IRM,Other,2012,,,,,547.55,-52.68,-0.29,625.14,366.29,258.85,3825.0,1245.69,3.071,-0.0423,2340.07,-46.9,4.1853
IRM,Other,2013,,,,,571.2,399.59,2.02,615.44,406.28,209.16,4171.72,1149.97,3.628,0.3475,2615.8,6.8,0.87
IRM,Other,2014,,,,,555.47,174.05,0.98,432.74,192.05,240.68,4663.53,1041.24,4.479,0.1672,3890.74,20.7,1.3798
IRM,Other,2015,,,,,489.25,99.99,0.5,507.55,220.25,287.3,4616.45,856.36,5.391,0.1168,3208.59,30.6,1.4988
IRM,Other,2016,,,,,549.28,328.75,1.66,472.95,111.02,361.92,4845.68,508.84,9.523,0.6461,4052.84,11.6,1.2546
IRM,Other,2017,,,,,524.53,125.2,0.58,541.76,251.51,290.25,6251.18,1936.55,3.228,0.0647,6253.07,40.9,1.1325
IRM,Other,2018,,,,,501.61,107.23,0.42,543.89,215.29,328.6,7043.27,2297.44,3.066,0.0467,6165.2,51.8,1.3087
IRM,Other,2019,1053.86,,,,634.05,171.72,0.64,720.97,377.84,343.13,8142.82,1861.05,4.375,0.0923,6591.61,36.0,1.2781
IRM,Other,2020,4225.76,3.0098,,,808.27,355.13,1.23,935.55,475.49,460.06,8664.58,1463.96,5.919,0.2426,6669.33,18.9,1.2799
IRM,Other,2021,4262.58,0.0087,,,781.34,268.31,0.93,966.65,273.67,692.98,8703.31,1136.73,7.656,0.236,12665.46,47.2,0.6762999999999999
IRM,Other,2022,,,,,934.78,343.1,1.19,987.66,549.39,438.26,9271.94,855.95,10.832,0.4008,12738.11,36.9,0.6759000000000001
IRM,Other,2023,,,,,854.17,452.73,1.55,758.9,147.82,611.08,10569.0,636.67,16.6,0.7111,18763.57,41.6,0.4721
IRM,Other,2024,,,,,1049.87,562.15,1.9,927.7,52.32,875.38,11933.17,211.65,56.382,2.6561,29210.61,52.6,0.3276
