ticker,sector,year,revenue_m,rev_growth_pct,gross_profit_m,gross_margin_pct,operating_income_m,net_income_m,eps_diluted,operating_cf_m,free_cash_flow_m,capex_m,total_debt_m,stockholders_equity_m,debt_equity,roe_pct,market_cap_m,pe_ratio,dividend_yield_pct
AWK,Other,2020,,,,,1102.0,567.0,3.15,1386.0,-200.0,1586.0,9450.0,5385.0,1.755,0.1053,,43.6,0.188
AWK,Other,2021,,,,,1214.0,621.0,3.43,1383.0,-271.0,1654.0,,5864.0,0.219,0.1059,,49.9,0.1653
AWK,Other,2022,,,,,1248.0,709.0,3.91,1426.0,-396.0,1822.0,,6121.0,0.095,0.1158,,36.0,0.2191
AWK,Other,2023,,,,,1196.0,1263.0,6.95,1441.0,-323.0,1764.0,,6454.0,0.182,0.1957,,17.9,0.2685
AWK,Other,2024,,,,,1273.0,820.0,4.51,1108.0,-1189.0,2297.0,,7298.0,0.025,0.1124,,26.6,0.3007
AWK,Other,2025,5121.0,,,,1879.0,1111.0,5.69,2059.0,-1067.0,3126.0,12777.0,10837.0,1.179,10.2519,,,
AWK,Other,2026,,,,,,,,,,,,,,,,,0.168
AXON,Other,2011,,,63.4,,-0.08,0.0,0.0,10.12,-3.59,13.71,,112.53,,0.0,320.62,,
AXON,Other,2012,,,45.37,,-5.14,-4.38,-0.07,0.73,-3.29,4.02,,117.7,,-0.0373,497.93,-127.7,
AXON,Other,2013,,,44.53,,-10.92,-7.04,-0.12,17.27,15.41,1.85,,117.56,,-0.0599,837.99,-132.3,
AXON,Other,2014,,,67.72,,22.53,14.74,0.27,26.52,25.18,1.33,,82.45,,0.1787,1396.16,98.1,
AXON,Other,2015,,,85.84,,27.95,18.24,0.34,32.43,30.64,1.78,,87.28,,0.209,916.39,50.9,
AXON,Other,2016,,,101.55,,32.51,19.92,0.37,35.43,32.93,2.5,,108.35,,0.1838,1301.5,65.5,
AXON,Other,2017,,,128.65,,35.34,19.93,0.36,46.45,40.44,6.0,,129.11,,0.1544,1386.62,73.6,
AXON,Other,2018,268.25,,170.54,0.6357,31.85,17.3,0.32,21.14,16.18,4.96,,157.0,,0.1102,2317.43,136.7,
AXON,Other,2019,343.8,0.2817,207.09,0.6024,13.02,5.21,0.1,18.47,8.05,10.42,,150.89,,0.0345,4309.64,732.8,
AXON,Other,2020,420.07,0.2218,258.58,0.6156,24.84,29.2,0.5,63.88,52.74,11.14,,167.44,,0.1744,7290.26,245.1,
AXON,Other,2021,530.86,0.2637,307.29,0.5788,-6.39,0.88,0.01,65.67,49.73,15.94,,467.32,,0.0019,10011.35,15700.0,
AXON,Other,2022,681.0,0.2828,416.33,0.6113000000000001,-14.15,-1.72,-0.03,38.48,-34.15,72.63,,543.5,,-0.0032,11763.91,-5531.0,
AXON,Other,2023,863.38,0.2678,540.91,0.6265,-168.12,-60.02,-0.91,124.49,74.61,49.89,,976.25,,-0.0615,18464.03,-283.9,
AXON,Other,2024,1187.14,0.375,726.11,0.6115999999999999,92.97,146.93,2.03,235.36,179.56,55.8,,1050.23,,0.1399,44753.14,292.8,
AXON,Other,2025,2779.54,,1658.12,59.6545,-62.08,124.66,1.51,211.34,75.08,136.26,1810.72,3242.66,0.5584,3.8444,,,
AXON,Other,2026,,,,,,,,,,,,,,,,,
AXP,Financials,2011,,,,,,2130.0,1.54,6337.0,5615.0,722.0,69830.0,11841.0,5.897,0.1799,46214.11,25.1,0.2238
AXP,Financials,2012,,,,,,4057.0,3.35,,,878.0,63907.0,12637.0,5.057,0.321,55538.99,14.2,0.1962
AXP,Financials,2013,,,,,,4935.0,4.12,,,1189.0,62287.0,16230.0,3.838,0.3041,84271.62,18.5,0.1353
AXP,Financials,2014,,,,,,4482.0,1.15,,,1053.0,60351.0,18794.0,3.211,0.2385,84116.89,68.7,0.1488
AXP,Financials,2015,,,,,,5359.0,1.33,,,1006.0,61435.0,18886.0,3.253,0.2838,61296.01,45.1,0.2203
AXP,Financials,2016,,,,,,5885.0,1.48,,,1195.0,52873.0,19496.0,2.712,0.3019,63043.31,44.0,0.2195
AXP,Financials,2017,,,,,,5163.0,1.45,,,1341.0,52571.0,20673.0,2.543,0.2497,80114.82,61.1,0.1774
AXP,Financials,2018,,,,,,5375.0,1.35,,,1375.0,59082.0,20673.0,2.858,0.26,74132.15,63.9,0.2002
AXP,Financials,2019,24780.0,,,,,2748.0,1.86,13540.0,12478.0,1062.0,61523.0,20523.0,2.998,0.1339,96865.63,61.5,0.1679
AXP,Financials,2020,26607.0,0.0737,,,,6921.0,1.8,8930.0,7620.0,1310.0,64277.0,18261.0,3.52,0.379,91576.44,62.8,0.1826
AXP,Financials,2021,28159.0,0.0583,,,,6759.0,7.99,13632.0,11987.0,1645.0,44830.0,22290.0,2.011,0.3032,124580.28,19.4,0.1334
AXP,Financials,2022,21974.0,-0.2196,,,,3135.0,3.77,5591.0,4113.0,1478.0,40918.0,23071.0,1.774,0.1359,107740.45,37.6,0.1687
AXP,Financials,2023,27716.0,0.2613,,,,8060.0,10.02,14645.0,13095.0,1550.0,43921.0,22984.0,1.911,0.3507,135351.22,18.2,0.1528
AXP,Financials,2024,34219.0,0.2346,,,,7514.0,9.85,21079.0,19224.0,1855.0,49159.0,22177.0,2.217,0.3388,211154.13,29.7,0.1109
AXP,Financials,2025,41304.0,,,,,10833.0,15.38,18428.0,16003.0,2425.0,56387.0,33474.0,1.6845,32.3624,,,
AXP,Financials,2026,,,,,,,,,,,,,,,,,0.0668
AZO,Consumer Discretionary,2011,,,3416.45,,1176.06,657.05,11.73,923.81,651.56,272.25,,229.69,0.114,2.8606,14658.42,27.7,
AZO,Consumer Discretionary,2012,,,3711.74,,1319.41,738.31,14.97,1196.25,880.85,315.4,,-433.07,-0.079,-1.7048,14215.83,23.7,
AZO,Consumer Discretionary,2013,,,4119.46,,1494.8,848.97,19.47,1291.54,969.93,321.6,,-738.76,-0.068,-1.1492,17697.16,24.5,
AZO,Consumer Discretionary,2014,,,4432.04,,1628.89,930.37,23.48,,,378.05,4517.53,-1254.23,-3.602,-0.7418,21231.14,26.4,
AZO,Consumer Discretionary,2015,,,4740.94,,1773.1,1016.48,27.79,,,414.45,,-1548.03,,-0.6566,23966.66,26.7,
AZO,Consumer Discretionary,2016,,,4934.91,,1830.22,1069.74,31.57,,,438.12,,-1687.32,,-0.634,24214.17,25.0,
AZO,Consumer Discretionary,2017,,,5327.03,,1953.05,1160.24,36.03,,,480.58,,-1621.86,,-0.7154,20713.67,19.7,
AZO,Consumer Discretionary,2018,10635.68,,5608.74,0.5274,2060.39,1241.01,40.7,1641.06,1152.27,488.79,,-1701.39,,-0.7293999999999999,23333.52,20.6,
AZO,Consumer Discretionary,2019,10888.68,0.0238,5739.62,0.5271,2080.07,1280.87,44.07,1570.61,1016.78,553.83,,-1787.54,,-0.7166,,27.0,
AZO,Consumer Discretionary,2020,11221.08,0.0305,5973.75,0.5324,1810.86,1337.54,48.77,2080.29,1558.5,521.79,,-1428.38,,-0.9364,,24.3,
AZO,Consumer Discretionary,2021,11863.74,0.0573,6365.0,0.5365,2216.14,1617.22,63.43,2128.51,1632.46,496.05,,-1520.36,,-1.0637,,33.1,
AZO,Consumer Discretionary,2022,12631.97,0.0648,6770.75,0.536,2417.68,1732.97,71.93,2720.11,2262.37,457.74,,-1713.85,,-1.0112,,34.3,
AZO,Consumer Discretionary,2023,14629.58,0.1581,7717.78,0.5275,2944.53,2170.31,95.19,3518.54,2896.78,621.77,,-877.98,,-2.4719,,27.2,
AZO,Consumer Discretionary,2024,16252.23,0.1109,8472.65,0.5213,3270.73,2429.6,117.19,3211.14,2538.74,672.39,,-1797.54,,-1.3516,,27.3,
AZO,Consumer Discretionary,2025,18938.72,,9966.47,52.6248,3610.16,2498.25,144.87,3117.34,1790.08,1327.26,,-3414.31,,-73.17,,,
AZO,Consumer Discretionary,2026,,,,,,,,,,,,,,,,,
BA,Industrials,2011,68281.0,,11741.0,0.172,2096.0,1312.0,1.84,5603.0,4417.0,1186.0,,2766.0,,0.4743,60755.13,32.6,0.3359
BA,Industrials,2012,64306.0,-0.0582,12463.0,0.1938,4971.0,3307.0,4.45,2952.0,1827.0,1125.0,,3515.0,,0.9408,63925.17,14.2,0.3344
BA,Industrials,2013,68735.0,0.0689,12847.0,0.1869,5823.0,4018.0,5.34,4023.0,2310.0,1713.0,,5867.0,,0.6848000000000001,118084.41,21.8,0.1996
BA,Industrials,2014,81698.0,0.1886,13033.0,0.1595,6290.0,3900.0,5.11,7508.0,5805.0,1703.0,,14875.0,,0.2622,115077.34,22.2,0.3082
BA,Industrials,2015,86623.0,0.0603,13355.0,0.1542,6562.0,4585.0,5.96,8179.0,6081.0,2098.0,,8665.0,,0.5291,131263.1,21.8,0.3368
BA,Industrials,2016,90762.0,0.0478,14010.0,0.1544,7473.0,5446.0,7.38,8858.0,6622.0,2236.0,,6335.0,,0.8597,146107.39,19.6,0.3625
BA,Industrials,2017,96114.0,0.059,14026.0,0.1459,7443.0,5176.0,7.44,9363.0,6913.0,2450.0,,817.0,,6.3354,284493.08,37.8,0.2425
BA,Industrials,2018,93496.0,-0.0272,14470.0,0.1548,6527.0,5034.0,7.83,10496.0,7883.0,2613.0,,1656.0,,3.0399,317214.53,40.0,0.2619
BA,Industrials,2019,94005.0,0.0054,17393.0,0.185,10344.0,8458.0,13.85,13346.0,11607.0,1739.0,,339.0,,24.9499,327803.88,23.4,0.3046
BA,Industrials,2020,101127.0,0.0758,19637.0,0.1942,11987.0,10460.0,17.85,15322.0,13600.0,1722.0,20964.0,-8617.0,-2.433,-1.2139,216684.62,12.0,0.1152
BA,Industrials,2021,76559.0,-0.2429,4466.0,0.0583,-1975.0,-636.0,-1.12,-2446.0,-4280.0,1834.0,63380.0,-18316.0,-3.46,0.0347,203788.42,-179.8,
BA,Industrials,2022,58158.0,-0.2404,-5685.0,-0.0978,-12767.0,-11873.0,-20.88,-18410.0,-19713.0,1303.0,57921.0,-14999.0,-3.862,0.7916,192825.63,-9.1,
BA,Industrials,2023,62286.0,0.071,3049.0,0.049,-2870.0,-4202.0,-7.15,-3416.0,-4396.0,980.0,56794.0,-15883.0,-3.576,0.2646,263856.0,-36.5,
BA,Industrials,2024,66608.0,0.0694,3530.0,0.053,-3519.0,-4935.0,-8.3,3512.0,2290.0,1222.0,52055.0,-17233.0,-3.021,0.2864,179170.23,-21.3,
BA,Industrials,2025,89463.0,,4289.0,4.7942,4281.0,2235.0,2.48,1065.0,-1877.0,2942.0,53848.0,5454.0,9.8731,40.9791,,,
BA,Industrials,2026,,,,,,,,,,,,,,,,,
BAC,Financials,2011,119643.0,,,,,6276.0,-0.29,129731.0,129731.0,,508393.0,177052.0,2.871,0.0354,43582.41,-14.9,0.1111
BAC,Financials,2012,110220.0,-0.0788,,,,-2238.0,-0.37,82541.0,82541.0,,407963.0,231444.0,1.763,-0.0097,95438.06,-24.5,0.053
BAC,Financials,2013,93454.0,-0.1521,,,,1446.0,0.01,64448.0,64448.0,,306316.0,228248.0,1.342,0.0063,131374.99,1218.9,0.0394
BAC,Financials,2014,83334.0,-0.1083,,,,4188.0,0.25,,,,249674.0,230101.0,1.085,0.0182,149077.09,56.3,0.1023
BAC,Financials,2015,88942.0,0.0673,,,,11431.0,0.9,,,,243139.0,236956.0,1.026,0.0482,140964.01,14.9,0.1791
BAC,Financials,2016,85894.0,-0.0343,,,,5520.0,0.42,,,,236764.0,232475.0,1.018,0.0237,186087.74,42.7,0.1673
BAC,Financials,2017,82965.0,-0.0341,,,,15910.0,1.31,,,,216823.0,243476.0,0.891,0.0653,244523.93,18.6,0.1924
BAC,Financials,2018,83701.0,0.0089,,,,17822.0,1.49,17277.0,17277.0,,227402.0,255615.0,0.89,0.0697,211523.83,13.8,0.3151
BAC,Financials,2019,87126.0,0.0409,,,,18232.0,1.56,9864.0,9864.0,,229392.0,266195.0,0.862,0.0684999999999999,290687.5,19.3,0.2634
BAC,Financials,2020,91020.0,0.0447,,,,28147.0,2.61,39520.0,39520.0,,240856.0,267146.0,0.902,0.1054,234558.64,10.2,0.3255
BAC,Financials,2021,91244.0,0.0025,,,,27430.0,2.75,61777.0,61777.0,,262934.0,265325.0,0.991,0.1034,344045.82,14.5,0.2354
BAC,Financials,2022,85528.0,-0.0626,,,,17894.0,1.87,37993.0,37993.0,,280117.0,264810.0,1.058,0.0676,244473.56,16.2,0.341
BAC,Financials,2023,89113.0,0.0419,,,,31978.0,3.57,-7193.0,-7193.0,,275982.0,272924.0,1.011,0.1172,255183.51,8.9,0.346
BAC,Financials,2024,94950.0,0.0655,,,,27528.0,3.19,-6327.0,-6327.0,,302204.0,270066.0,1.119,0.1019,335378.29,13.3,0.2825
BAC,Financials,2025,113097.0,,,,,30509.0,3.81,12613.0,,,317816.0,303243.0,1.0481,10.0609,,,
BAC,Financials,2026,,,,,,,,,,,,,,,,,0.0655999999999999
BALL,Other,2011,,,216.1,,653.8,387.9,2.04,559.7,401.8,157.9,2736.1,1518.0,1.802,0.2555,2898.3,7.6,0.0951
BALL,Other,2012,,,313.6,,764.6,,2.55,515.2,265.0,250.2,2764.5,1219.1,2.268,,3533.65,7.7,0.1228
BALL,Other,2013,,,293.8,,836.9,,2.63,948.4,504.6,443.8,3189.4,1114.6,2.861,,3773.08,8.7,0.1367
BALL,Other,2014,,,285.1,,790.5,,2.5,853.2,548.2,305.0,3547.8,1224.6,2.897,,4698.83,12.2,0.1027
BALL,Other,2015,,,336.5,,795.4,,2.73,839.0,460.7,378.3,3048.8,1033.1,2.951,,4766.43,12.0,0.0955
BALL,Other,2016,,,305.0,,839.0,,3.3,1012.0,621.0,391.0,5028.0,1251.0,4.019,,4702.36,10.3,0.0919
BALL,Other,2017,,,275.0,,606.0,,1.0,1007.0,479.0,528.0,7389.0,3435.0,2.151,,9489.12,34.6,0.1268
BALL,Other,2018,9061.0,,390.0,0.043,463.0,,0.81,193.0,-413.0,606.0,6631.0,3941.0,1.683,,13415.82,52.3,0.1133
BALL,Other,2019,10983.0,0.2121,418.0,0.0381,802.0,,1.05,1478.0,922.0,556.0,6518.0,3458.0,1.885,,21055.42,57.2,0.1098
BALL,Other,2020,11635.0,0.0594,,,935.0,,1.29,1566.0,750.0,816.0,,2949.0,,,30092.83,67.7,0.0825
BALL,Other,2021,11474.0,-0.0138,,,932.0,,1.66,1548.0,950.0,598.0,,3275.0,,,30088.57,54.7,0.0924
BALL,Other,2022,11781.0,0.0268,,,1003.0,,1.76,1432.0,319.0,1113.0,,3627.0,,,15941.56,27.8,0.1965
BALL,Other,2023,13811.0,0.1723,,,1291.0,,2.65,1760.0,34.0,1726.0,,3461.0,,,18181.9,21.0,0.1721
BALL,Other,2024,13372.0,-0.0318,441.0,0.033,,,2.25,301.0,-1350.0,1651.0,,3769.0,,,17072.15,24.0,0.1779
BALL,Other,2025,,,,,,912.0,3.3,1262.0,788.0,474.0,6991.0,5421.0,1.2896,16.8235,,,
BALL,Other,2026,,,,,,,,,,,,,,,,,0.0434
BAX,Other,2011,,,6525.0,,,2205.0,3.59,2909.0,1895.0,1014.0,,6567.0,0.002,0.3358,12417.62,5.7,0.4031
BAX,Other,2012,,,5958.0,,,1420.0,2.39,3003.0,2040.0,963.0,,6585.0,0.039,0.2156,16700.77,11.8,0.3615
BAX,Other,2013,,,7046.0,,,2224.0,3.88,2817.0,1857.0,960.0,,6938.0,0.004,0.3206,17272.61,7.8,0.4122999999999999
BAX,Other,2014,,,7134.0,,,2326.0,4.18,3106.0,1945.0,1161.0,,8463.0,0.021,0.2748,18135.24,7.9,0.406
BAX,Other,2015,,,4162.0,,496.0,2012.0,3.66,3198.0,2492.0,706.0,,8120.0,0.112,0.2478,17572.08,8.8,0.2948
BAX,Other,2016,,,4581.0,,656.0,2497.0,4.56,3215.0,2290.0,925.0,,8846.0,0.201,0.2823,20685.79,8.4,0.1588
BAX,Other,2017,,,4146.0,,449.0,968.0,1.76,1771.0,860.0,911.0,,8290.0,,0.1168,30637.83,31.9,0.1302
BAX,Other,2018,10163.0,,4116.0,0.405,745.0,4965.0,9.01,1654.0,935.0,719.0,,9124.0,0.0,0.5442,31580.46,6.4,0.1515
BAX,Other,2019,10584.0,0.0414,4474.0,0.4227,1288.0,602.0,1.08,1714.0,1098.0,616.0,,9068.0,0.0,0.0664,40218.12,68.6,0.1377
BAX,Other,2020,11099.0,0.0487,4759.0,0.4288,1584.0,1546.0,2.83,2017.0,1358.0,659.0,6459.0,7882.0,0.819,0.1961,38363.35,25.4,0.1595
BAX,Other,2021,11362.0,0.0237,4761.0,0.419,1772.0,1001.0,1.93,2104.0,1408.0,696.0,17754.0,8689.0,2.043,0.1152,39646.76,40.4,0.1672
BAX,Other,2022,11673.0,0.0274,4587.0,0.393,1616.0,1102.0,2.13,1868.0,1159.0,709.0,17003.0,9077.0,1.873,0.1214,23920.37,22.1,0.2936
BAX,Other,2023,12146.0,0.0405,4720.0,0.3886,1350.0,1284.0,2.53,2222.0,1531.0,691.0,14154.0,5833.0,2.427,0.2201,18518.5,14.6,0.3773
BAX,Other,2024,10057.0,-0.172,3549.0,0.3529,-2845.0,-2433.0,-4.83,1211.0,834.0,377.0,13180.0,8402.0,1.569,-0.2896,14428.41,-5.9,0.4359
BAX,Other,2025,11244.0,,3379.0,30.0516,-308.0,-957.0,-1.87,845.0,,,9438.0,6129.0,1.5399,-15.6143,,,
BAX,Other,2026,,,,,,,,,,,,,,,,,0.0063
BBY,Other,2011,,,12042.0,,2368.0,1317.0,3.1,2206.0,1591.0,615.0,1709.0,6602.0,0.259,0.1995,5516.94,4.5,0.5294
BBY,Other,2012,,,,,,,,,,,,,,,,,1.0766
BBY,Other,2013,249.0,,24.0,0.0964,-1.0,-33.0,-3.72,3097.0,2388.0,709.0,2296.0,3061.0,0.75,-0.0108,8649.12,-6.9,0.3191
BBY,Other,2014,,,,,,,,,,,,,,,,,0.338
BBY,Other,2015,,,9023.0,,90.0,-441.0,-1.3,1454.0,749.0,705.0,1657.0,3986.0,0.416,-0.1106,7177.47,-15.9,0.8290000000000001
BBY,Other,2016,,,9399.0,,1144.0,532.0,1.53,1094.0,547.0,547.0,1502.0,4995.0,0.301,0.1065,10677.73,19.9,0.6201
BBY,Other,2017,,,9047.0,,1450.0,1233.0,3.49,1935.0,1374.0,561.0,1525.0,,,,16187.67,14.3,0.3264
BBY,Other,2018,,,9191.0,,1375.0,897.0,2.56,1343.0,694.0,649.0,,,,,12320.55,15.5,0.5454
BBY,Other,2019,39403.0,,9440.0,0.2396,1854.0,1228.0,3.81,2557.0,1977.0,580.0,,,,,19137.56,17.7,0.3549
BBY,Other,2020,42151.0,0.0697,9876.0,0.2343,1843.0,1000.0,3.26,2141.0,1453.0,688.0,1498.0,3306.0,0.453,0.3025,20981.01,24.2,0.3343
BBY,Other,2021,,,,,,,,,,,,,,,,,0.4079
BBY,Other,2022,43638.0,,10048.0,0.2303,2009.0,1541.0,5.75,2565.0,1822.0,743.0,1377.0,4587.0,0.3,0.3359,17387.22,11.8,0.6241
BBY,Other,2023,47262.0,0.083,10573.0,0.2237,2391.0,1798.0,6.84,4927.0,4214.0,713.0,1229.0,3020.0,0.407,0.5954,15750.5,10.1,0.6376
BBY,Other,2024,51761.0,0.0951999999999999,11640.0,0.2249,3039.0,2454.0,9.84,3252.0,2515.0,737.0,1176.0,2795.0,0.421,0.878,17306.23,8.1,0.5686
BBY,Other,2025,46298.0,-0.1055,9912.0,0.2141,1795.0,1419.0,6.29,1824.0,894.0,930.0,1165.0,3053.0,0.382,0.4648,14015.43,10.3,0.7008
BBY,Other,2026,41691.0,,9373.0,22.4821,1389.0,1069.0,5.04,1962.0,1258.0,704.0,1165.0,2964.0,0.393,36.0661,,,
BDX,Other,2011,,,,,1589.68,,4.99,,,585.2,1495.36,5434.58,0.275,,10803.01,9.0,0.3442
BDX,Other,2012,,,,,1582.38,,5.49,,,530.97,2484.66,4828.18,0.515,,11285.21,8.8,0.3526
BDX,Other,2013,,,,,1666.0,,5.62,,,509.0,3761.0,4136.0,0.909,,15387.6,12.4,0.2686
BDX,Other,2014,,,,,1558.0,1170.0,5.59,,,487.0,3763.0,5043.0,0.746,0.232,18350.15,16.0,0.2303
BDX,Other,2015,,,1035.0,,1254.0,1293.0,6.49,,,522.0,3768.0,5053.0,0.746,0.2559,19631.57,15.5,0.2251
BDX,Other,2016,,,1045.0,,1606.0,1185.0,5.99,1746.0,1154.0,592.0,11370.0,7164.0,1.587,0.1654,21235.44,18.3,0.227
BDX,Other,2017,,,1408.0,,1074.0,695.0,3.35,1730.0,1134.0,596.0,10550.0,7633.0,1.382,0.0911,29231.26,43.1,0.1875
BDX,Other,2018,12483.0,,1452.0,0.1163,1430.0,976.0,4.49,2559.0,1866.0,693.0,18667.0,12948.0,1.442,0.0754,32736.6,34.3,0.1806
BDX,Other,2019,12093.0,-0.0312,1553.0,0.1284,1522.0,1100.0,4.6,2550.0,1823.0,727.0,18894.0,20994.0,0.9,0.0524,41185.56,40.9,0.1517
BDX,Other,2020,15983.0,0.3217,1974.0,0.1235,1509.0,311.0,0.6,2865.0,1970.0,895.0,18081.0,21081.0,0.858,0.0148,45297.44,292.2,0.168
BDX,Other,2021,17290.0,0.0818,,,1760.0,1233.0,3.94,3330.0,2373.0,957.0,17224.0,23765.0,0.725,0.0519,48215.85,45.3,0.1731
BDX,Other,2022,16074.0,-0.0703,,,912.0,874.0,2.71,,,769.0,17110.0,23677.0,0.723,0.0369,52352.3,69.2,0.1759
BDX,Other,2023,19131.0,0.1902,,,2250.0,2092.0,6.85,,,1194.0,13886.0,25282.0,0.549,0.0827,52819.21,26.7,0.1901
BDX,Other,2024,18870.0,-0.0136,,,2282.0,1779.0,5.88,,,973.0,14738.0,25796.0,0.571,0.069,49206.72,29.4,0.2126
BDX,Other,2025,21840.0,,,,2579.0,1678.0,5.82,,,760.0,,25390.0,,6.6089,,,
BDX,Other,2026,,,,,,,,,,,,,,,,,0.0847
BEN,Other,2011,4194.09,,,,1202.59,896.78,3.85,641.4,596.22,45.18,898.9,7726.99,0.116,0.1161,3958.32,4.6,0.6836
BEN,Other,2012,5853.0,0.3955,,,1958.7,1445.7,6.33,1651.0,1708.4,-57.4,998.2,8524.7,0.117,0.1696,5193.42,3.8,0.6873999999999999
BEN,Other,2013,7140.0,0.2199,,,2659.8,1923.6,2.87,1621.8,1490.1,131.7,1566.1,9201.3,0.17,0.2091,21588.71,11.8,0.1463
BEN,Other,2014,7101.0,-0.0055,,,2515.2,1931.4,2.98,1066.2,987.8,78.4,1197.7,10073.1,0.119,0.1917,20698.42,11.0,0.3694
BEN,Other,2015,7985.0,0.1245,,,2921.3,2150.2,3.37,2035.7,1973.5,62.2,1198.2,11584.1,0.103,0.1856,13882.31,6.6,0.3392
BEN,Other,2016,8491.4,0.0634,,,3221.2,2384.3,3.79,2138.0,2084.9,53.1,1348.0,11841.0,0.114,0.2014,14760.19,6.5,0.3631
BEN,Other,2017,7948.7,-0.0639,,,3027.6,2035.3,3.29,2252.0,2183.2,68.8,1401.2,11935.8,0.117,0.1705,15559.85,8.3,0.3651
BEN,Other,2018,6618.0,-0.1674,,,2365.7,1726.7,2.94,1727.7,1630.1,97.6,1044.2,12620.0,0.083,0.1368,11562.14,7.1,2.2747
BEN,Other,2019,6392.2,-0.0341,,,2264.3,1696.7,3.01,1135.4,1060.5,74.9,695.9,9899.2,0.07,0.1714,9799.07,6.3,0.6675
BEN,Other,2020,,,,,2028.2,764.4,1.39,2229.7,2123.2,106.5,696.9,9906.5,0.07,0.0771999999999999,9552.84,13.8,0.6837000000000001
BEN,Other,2021,,,,,1466.9,1195.7,2.35,268.5,34.8,233.7,2000.0,10114.5,0.198,0.1182,13192.08,11.3,0.5089
BEN,Other,2022,,,,,1048.9,798.9,1.59,1083.3,979.6,103.7,3399.4,11223.4,0.303,0.0712,10996.18,13.8,0.6406999999999999
BEN,Other,2023,,,,,1875.0,1831.2,3.57,1245.4,1166.1,79.3,3376.4,11474.6,0.294,0.1596,12952.75,7.3,0.4165
BEN,Other,2024,,,,,1773.9,1291.9,2.53,1956.7,1866.4,90.3,3052.8,11916.9,0.256,0.1084,9214.98,7.3,1.0075
BEN,Other,2025,8770.7,,,,604.1,524.9,0.91,1066.1,911.6,154.5,2362.0,12077.8,0.1956,4.346,,,
BEN,Other,2026,,,,,,,,,,,,,,,,,0.1267
BF-B,Other,2011,,,1577.0,,661.0,435.0,2.87,491.0,442.0,49.0,699.0,1816.0,0.385,0.2395,,5.8,0.2504
BF-B,Other,2012,,,1611.0,,710.0,449.0,3.02,,,34.0,763.0,1895.0,0.403,0.2369,2947.94,6.6,0.2284
BF-B,Other,2013,,,1724.0,,855.0,572.0,2.6,,,39.0,510.0,2060.0,0.248,0.2777,3527.1,9.4,0.2082
BF-B,Other,2014,,,1795.0,,788.0,513.0,2.37,,,58.0,1002.0,2069.0,0.484,0.2479,4072.39,12.1,0.1984
BF-B,Other,2015,,,1955.0,,898.0,591.0,2.75,,,95.0,1005.0,1628.0,0.617,0.363,7016.72,11.9,0.1879
BF-B,Other,2016,,,2078.0,,971.0,659.0,3.06,,,126.0,1183.0,2032.0,0.582,0.3243,6454.24,9.9,0.22
BF-B,Other,2017,,,2183.0,,1027.0,684.0,1.6,,,120.0,1501.0,2032.0,0.739,0.3366,19945.88,29.2,0.1535
BF-B,Other,2018,,,2144.0,,1533.0,1067.0,2.09,524.0,416.0,108.0,2149.0,1905.0,1.128,0.5600999999999999,21769.61,20.0,0.4717
BF-B,Other,2019,2994.0,,2021.0,0.675,1010.0,669.0,1.37,656.0,544.0,112.0,2556.0,1562.0,1.636,0.4283,29685.44,43.8,0.1343
BF-B,Other,2020,3248.0,0.0848,2202.0,0.6779999999999999,1048.0,717.0,1.48,653.0,526.0,127.0,2440.0,1370.0,1.781,0.5234000000000001,34225.03,48.2,0.1182
BF-B,Other,2021,3324.0,0.0234,2166.0,0.6516,1144.0,835.0,1.73,800.0,681.0,119.0,2602.0,1316.0,1.977,0.6345000000000001,31756.21,38.2,0.3143
BF-B,Other,2022,3363.0,0.0117,2127.0,0.6325,1091.0,827.0,1.72,724.0,611.0,113.0,2559.0,1647.0,1.554,0.5021,29104.79,35.5,0.1521
BF-B,Other,2023,3461.0,0.0291,2094.0,0.605,1166.0,903.0,1.88,817.0,755.0,62.0,2269.0,1975.0,1.149,0.4572,25768.35,28.7,0.1862
BF-B,Other,2024,3933.0,0.1364,2391.0,0.6079,1204.0,838.0,1.74,936.0,798.0,138.0,2913.0,2656.0,1.097,0.3155,17394.19,20.9,0.291
BF-B,Other,2025,3975.0,,2343.0,58.9434,1107.0,869.0,1.84,598.0,431.0,167.0,2421.0,3993.0,0.6063,21.7631,,,
BF-B,Other,2026,,,,,,,,,,,,,,,,,0.1069
BG,Other,2011,,,,,,,,,,,,,,,,,0.2923
BG,Other,2012,,,,,,,,,,,,,,,,,0.2453
BG,Other,2013,,,,,,,,,,,,,,,,,0.2345
BG,Other,2014,,,,,,,,,,,,,,,,,0.234
BG,Other,2015,,,,,,,,,,,,,,,,,0.3444
BG,Other,2016,,,,,,,,,,,,,,,,,0.352
BG,Other,2017,,,,,,,,,,,,,,,,,0.4066
BG,Other,2018,,,,,,,,,,,,,,,,,0.5408
BG,Other,2019,,,,,,,,,,,,,,,,,0.504
BG,Other,2020,,,,,,,,,,,,,,,,,0.4238
BG,Other,2021,,,,,,,,,,,,,,,,,0.2978
BG,Other,2022,,,,,,,,,,,,,,,,,0.3058
BG,Other,2023,59152.0,,3363.0,0.0569,,2078.0,13.64,-2894.0,-3293.0,399.0,4651.0,9224.0,0.504,0.2253,13211.31,6.9,0.3299
